run_date,run_timestamp,country,state,geo_scope,category,site_or_source,source_tier,item_key,product_name_raw,pack_size,pack_unit,price_ngn,unit_price_ngn,n_reports,url_or_ref,scrape_status
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Mixed Pepper Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-mixed-pepper-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Mushroom Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-mushroom-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Pilau Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-pilau-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Roasted Garlic Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-roasted-garlic-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Savoury Chicken Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-savoury-chicken-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Smokey BBQ Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-smokey-bbq-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Special Fried Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-special-fried-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Chow Mein Style Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-chow-mein-style-noodles-250-g,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Indonesian Spicy Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-indonesian-spicy-noodles-250-g,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Japanese Teriyaki Style Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-japanese-teriyaki-style-noodles-250-g,ok_no_unit
